PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_OVERALL,Total_Sales_Price
P07092,T Nagar,1649,2009-02-28,169,1.0,1.0,4,AdjLand,0,1984-03-06,Commercial,All Pub,Gravel,RH,3.2,19734543
P03550,T Nagar,1682,2011-03-04,78,1.0,1.0,4,Ab Normal,0,1976-03-12,Commercial,All Pub,Gravel,RH,3.435,19464831
P09187,T Nagar,1837,2007-03-05,81,2.0,1.0,5,AdjLand,1,1978-03-12,House,ELO,No Access,RL,4.475,13791106
P05669,T Nagar,1812,2010-01-15,100,2.0,1.0,5,Family,0,1966-01-26,Others,ELO,No Access,RL,3.38,12922315
P07880,T Nagar,1788,2008-07-06,145,1.0,1.0,4,AdjLand,1,1991-07-11,Others,ELO,No Access,RL,4.38,14808412
P02713,T Nagar,1712,2011-08-13,1,1.0,1.0,4,Ab Normal,1,2005-08-14,House,NoSewr ,Gravel,RL,3.62,14432415
P08626,T Nagar,2000,2007-10-17,31,2.0,1.0,5,AdjLand,0,1980-10-23,House,NoSewr ,No Access,RM,3.285,14127168
P02905,T Nagar,1962,2011-07-02,180,2.0,1.0,5,Normal Sale,1,1977-07-10,Others,NoSewr ,Paved,RM,4.035,16497510
P00100,T Nagar,1756,2014-12-12,12,1.0,1.0,4,Partial,0,1983-12-20,House,NoSeWa,Gravel,RL,4.325,12710342
P00721,T Nagar,1949,2013-09-14,137,2.0,1.0,5,Partial,1,1970-09-25,Others,NoSewr ,No Access,RM,2.54,15130317
P07638,T Nagar,1660,2008-09-15,156,1.0,1.0,4,Normal Sale,0,1971-09-25,Commercial,NoSeWa,Paved,RH,4.0,18588188
P08909,T Nagar,1846,2007-06-24,190,2.0,1.0,5,Normal Sale,0,1973-07-02,Others,NoSewr ,No Access,RH,3.59,13023948
P00922,T Nagar,1887,2013-05-01,108,2.0,1.0,5,Partial,0,1974-05-11,House,ELO,Gravel,RM,3.035,13584064
P00204,T Nagar,1673,2014-09-25,32,1.0,1.0,4,Partial,0,1970-10-06,Others,NoSewr ,No Access,RM,3.935,12739823
P01695,T Nagar,1736,2012-02-25,60,1.0,1.0,4,Partial,1,2002-02-27,Others,All Pub,Paved,RL,2.61,14605410
P00832,T Nagar,1634,2013-06-25,11,1.0,1.0,4,Partial,1,1982-07-03,House,NoSewr ,Paved,RM,3.435,13354053
P00892,T Nagar,1995,2013-05-18,111,2.0,1.0,5,Family,0,1981-05-26,Others,NoSewr ,Paved,RL,3.485,14664415
P03626,T Nagar,1664,2011-02-13,108,1.0,1.0,4,Normal Sale,0,1969-02-23,Others,All Pub,Paved,RM,3.745,13888001
P07447,T Nagar,1549,2008-11-06,77,1.0,1.0,4,AdjLand,0,1978-11-14,House,NoSeWa,Paved,RM,4.375,12691798
P00493,T Nagar,1785,2014-03-03,128,1.0,1.0,4,Partial,1,1982-03-11,Others,NoSeWa,Gravel,RL,2.58,14736537
P00880,T Nagar,1577,2013-05-30,111,1.0,1.0,4,Ab Normal,0,2003-06-02,House,NoSeWa,Gravel,RL,3.255,12556305
P01143,T Nagar,1916,2012-11-30,129,2.0,1.0,5,Ab Normal,1,1978-12-09,House,ELO,Gravel,RM,3.985,15318555
P00562,T Nagar,1676,2014-01-04,127,1.0,1.0,4,Family,1,2003-01-07,House,All Pub,Paved,RL,3.415,13531357
P05094,T Nagar,1903,2010-05-03,5,2.0,1.0,5,Normal Sale,0,1982-05-10,Others,NoSeWa,No Access,RM,3.885,14720837
P01027,T Nagar,1578,2013-02-15,64,1.0,1.0,4,Family,0,1980-02-24,Commercial,NoSewr ,No Access,RM,3.06,18522257
P01321,T Nagar,1660,2012-08-10,134,1.0,1.0,4,Ab Normal,0,1996-08-14,Others,All Pub,Paved,RM,2.9,14228863
P07376,T Nagar,1853,2008-12-04,158,2.0,1.0,5,Family,1,1996-12-07,House,NoSeWa,No Access,RM,3.2,14176271
P00185,T Nagar,1884,2014-10-13,181,2.0,1.0,5,Ab Normal,1,1999-10-17,House,All Pub,No Access,RM,3.105,14780232
P00461,T Nagar,1783,2014-03-31,99,1.0,1.0,4,AdjLand,1,1971-04-11,Others,NoSeWa,Gravel,RH,3.135,14783717
P05010,T Nagar,1876,2010-05-18,196,2.0,1.0,5,Ab Normal,1,2003-05-20,House,All Pub,Gravel,RL,3.495,15420080
P04894,T Nagar,1618,2010-06-09,98,1.0,1.0,4,Family,1,1981-06-16,Others,NoSewr ,Paved,RH,3.08,13267109
P04113,T Nagar,1854,2010-11-04,92,2.0,1.0,5,AdjLand,0,1976-11-12,Others,NoSeWa,No Access,RL,2.39,13660815
P08610,T Nagar,1503,2007-10-24,64,1.0,1.0,4,Family,1,1972-11-01,Commercial,All Pub,Gravel,RH,3.52,18841049
P03037,T Nagar,1886,2011-06-09,53,2.0,1.0,5,Normal Sale,0,1997-06-12,Others,All Pub,Gravel,RM,3.295,16156083
P00535,T Nagar,1548,2014-01-25,149,1.0,1.0,4,Normal Sale,0,1991-01-31,Others,ELO,Gravel,RM,3.765,13858925
P00929,T Nagar,1664,2013-04-24,90,1.0,1.0,4,Ab Normal,0,1995-04-29,Others,NoSewr ,Gravel,RL,3.72,13911076
P08170,T Nagar,1535,2008-04-02,50,1.0,1.0,4,AdjLand,0,1996-04-05,Commercial,All Pub,Gravel,RH,2.615,18854117
P05657,T Nagar,1854,2010-01-17,5,2.0,1.0,5,Partial,1,1971-01-27,Others,NoSeWa,No Access,RH,3.03,13440387
P00347,T Nagar,1981,2014-06-17,162,2.0,1.0,5,AdjLand,0,1974-06-27,Others,All Pub,Paved,RH,2.68,14606097
P00983,T Nagar,1849,2013-03-19,150,2.0,1.0,5,Partial,0,1992-03-24,House,NoSewr ,Gravel,RM,3.075,14116717
P04518,T Nagar,1536,2010-08-15,5,1.0,1.0,4,AdjLand,1,2002-08-17,Others,All Pub,No Access,RH,3.435,13379879
P08707,T Nagar,1734,2007-09-14,28,1.0,1.0,4,Ab Normal,0,1962-09-25,Commercial,NoSewr ,Paved,RL,3.495,19902735
P08593,T Nagar,1526,2007-10-28,80,1.0,1.0,4,Normal Sale,1,1991-11-01,Commercial,All Pub,No Access,RH,3.715,18397978
P04076,T Nagar,1916,2010-11-13,166,2.0,1.0,5,Partial,0,2003-11-15,House,ELO,Gravel,RL,3.46,13701937
P01579,T Nagar,1901,2012-03-15,75,2.0,1.0,5,Normal Sale,0,1993-03-20,House,NoSeWa,Gravel,RM,3.745,14687605
P07340,T Nagar,1688,2008-12-15,171,1.0,1.0,4,Partial,1,2000-12-17,House,NoSewr ,No Access,RM,4.155,13336231
P07163,T Nagar,1621,2009-02-03,101,1.0,1.0,4,Ab Normal,0,1964-02-15,Others,All Pub,Paved,RM,3.22,13480009
P00901,T Nagar,1782,2013-05-13,168,1.0,1.0,4,Family,0,1993-05-18,House,NoSewr ,Gravel,RH,4.475,12661883
P00463,T Nagar,1723,2014-03-30,19,1.0,1.0,4,AdjLand,1,1978-04-08,House,NoSewr ,No Access,RL,3.625,13281279
P09033,T Nagar,1752,2007-05-07,163,1.0,1.0,4,Normal Sale,0,1983-05-13,Others,NoSewr ,No Access,RH,3.205,12526614
P01646,T Nagar,1572,2012-03-04,111,1.0,1.0,4,Partial,1,1983-03-12,House,ELO,Gravel,RL,4.115,12802439
P09147,T Nagar,1924,2007-03-19,139,2.0,1.0,5,Family,0,1975-03-27,Others,All Pub,Paved,RL,2.09,14331678
P00891,T Nagar,1848,2013-05-21,33,2.0,1.0,5,AdjLand,0,1997-05-25,Others,ELO,Paved,RM,3.5,15495995
P00450,T Nagar,1556,2014-04-05,188,1.0,1.0,4,Normal Sale,1,1988-04-11,House,NoSeWa,No Access,RM,3.795,12862574
P05022,T Nagar,1984,2010-05-16,156,2.0,1.0,5,AdjLand,1,2005-05-17,Others,All Pub,Gravel,RL,3.03,17688256
P01278,T Nagar,1634,2012-09-08,65,1.0,1.0,4,Ab Normal,1,1981-09-16,House,NoSeWa,Gravel,RM,2.975,14045342
P04530,T Nagar,1568,2010-08-14,120,1.0,1.0,4,AdjLand,0,1993-08-18,Others,All Pub,Gravel,RH,3.11,13276587
P04217,T Nagar,1512,2010-10-14,163,1.0,1.0,4,Partial,1,2003-10-16,Commercial,All Pub,Paved,RL,3.53,19216896
P04888,T Nagar,1773,2010-06-10,182,1.0,1.0,4,Normal Sale,0,1977-06-18,Others,NoSeWa,Gravel,RM,2.8,14792212
P08232,T Nagar,1925,2008-03-15,35,2.0,1.0,5,Partial,1,1981-03-22,House,ELO,Paved,RH,3.28,13208562
P09098,T Nagar,1829,2007-04-07,31,2.0,1.0,5,Family,1,1999-04-09,House,NoSewr ,Paved,RM,3.01,14968971
P00082,T Nagar,1600,2014-12-23,153,1.0,1.0,4,Partial,0,2003-12-26,House,ELO,Gravel,RM,2.79,12823776
P08145,T Nagar,1806,2008-04-09,48,2.0,1.0,5,AdjLand,0,1987-04-15,Others,NoSeWa,Paved,RM,4.44,15180436
P00086,T Nagar,1781,2014-12-22,187,1.0,1.0,4,Family,0,1976-12-31,Commercial,NoSewr ,No Access,RH,2.835,18695329
P04926,T Nagar,1538,2010-06-02,32,1.0,1.0,4,Family,1,1989-06-07,Commercial,ELO,Paved,RH,3.67,18601288
P08035,T Nagar,1512,2008-05-15,55,1.0,1.0,4,Normal Sale,1,1998-05-18,Others,ELO,Paved,RM,2.995,14451965
P01102,T Nagar,1692,2012-12-26,24,1.0,1.0,4,Family,1,1983-01-03,Others,NoSewr ,Paved,RL,3.945,14271386
P06300,T Nagar,1886,2009-09-17,155,2.0,1.0,5,Normal Sale,0,1987-09-23,Others,All Pub,Gravel,RL,3.585,15390057
P08646,T Nagar,1545,2007-10-09,17,1.0,1.0,4,AdjLand,0,2001-10-10,Others,ELO,Gravel,RM,4.395,14686266
P01475,T Nagar,1613,2012-04-13,178,1.0,1.0,4,Partial,0,2006-04-15,Commercial,NoSeWa,Paved,RH,3.61,18292573
P00502,T Nagar,1784,2014-02-18,71,1.0,1.0,4,AdjLand,1,1997-02-22,Others,NoSeWa,Paved,RL,3.95,15486440
P06878,T Nagar,1872,2009-04-30,16,2.0,1.0,5,Family,0,1991-05-05,Others,ELO,Gravel,RM,3.98,15297254
P01266,T Nagar,1858,2012-09-16,156,2.0,1.0,5,Ab Normal,1,1988-09-22,House,All Pub,No Access,RH,4.705,13254237
P07319,T Nagar,1585,2008-12-21,199,1.0,1.0,4,Ab Normal,0,1972-12-30,Commercial,ELO,Paved,RL,2.595,18451535
P09237,T Nagar,1882,2007-02-16,180,2.0,1.0,5,Family,0,1991-02-20,House,All Pub,No Access,RL,3.365,12639654
P05145,T Nagar,1723,2010-04-21,8,1.0,1.0,4,AdjLand,1,1971-05-01,Others,NoSeWa,Paved,RL,3.235,14786271
P00967,T Nagar,1528,2013-03-31,163,1.0,1.0,4,Ab Normal,1,1987-04-07,Others,NoSewr ,Gravel,RM,3.35,14870813
P06244,T Nagar,1543,2009-09-30,71,1.0,1.0,4,Partial,1,1970-10-10,Commercial,NoSeWa,Gravel,RM,3.695,19884934
P01193,T Nagar,1851,2012-11-02,181,2.0,1.0,5,Normal Sale,1,1985-11-09,Others,All Pub,No Access,RH,3.735,14246669
P00954,T Nagar,1597,2013-04-09,62,1.0,1.0,4,Normal Sale,1,1984-04-16,Others,ELO,Paved,RH,3.285,13072218
P00687,T Nagar,1915,2013-10-16,4,2.0,1.0,5,Family,1,1993-10-21,Others,All Pub,Paved,RL,3.23,15754117
P02879,T Nagar,1918,2011-07-07,150,2.0,1.0,5,Family,1,1969-07-17,House,ELO,No Access,RL,3.235,13228153
P08149,T Nagar,1551,2008-04-08,81,1.0,1.0,4,Normal Sale,0,1998-04-11,Others,ELO,Paved,RL,4.22,13032645
P02020,T Nagar,1866,2011-12-24,88,2.0,1.0,5,Partial,1,1986-12-30,Others,All Pub,Gravel,RM,3.0,16446515
P00606,T Nagar,1585,2013-12-02,71,1.0,1.0,4,Normal Sale,0,1970-12-13,Commercial,All Pub,No Access,RM,2.8,18518094
P00984,T Nagar,1530,2013-03-19,51,1.0,1.0,4,Family,1,2003-03-22,Commercial,ELO,No Access,RH,4.12,18155399
P08314,T Nagar,1527,2008-02-17,10,1.0,1.0,4,AdjLand,1,1970-02-26,Commercial,NoSewr ,No Access,RM,3.115,19676579
P07612,T Nagar,1917,2008-09-21,16,2.0,1.0,5,Ab Normal,0,1997-09-24,Others,ELO,Paved,RL,2.775,14740331
P00483,T Nagar,1762,2014-03-12,45,1.0,1.0,4,AdjLand,0,1973-03-22,Commercial,NoSeWa,No Access,RH,4.04,18901344
P03895,T Nagar,1941,2010-12-20,71,2.0,1.0,5,Ab Normal,1,1998-12-23,Others,NoSewr ,Gravel,RM,3.03,17249729
P01264,T Nagar,1815,2012-09-17,49,2.0,1.0,5,Partial,1,1989-09-23,House,NoSewr ,Gravel,RH,3.835,13698626
P04118,T Nagar,1515,2010-11-03,164,1.0,1.0,4,AdjLand,1,1980-11-10,Others,NoSeWa,Paved,RH,3.755,13359472
P06416,T Nagar,1748,2009-08-24,12,1.0,1.0,4,Ab Normal,0,2004-08-25,Others,NoSeWa,No Access,RH,2.345,12577247
P01152,T Nagar,1755,2012-11-26,67,1.0,1.0,4,Partial,1,1975-12-06,Others,NoSeWa,Gravel,RL,3.2,14487771
P00479,T Nagar,1576,2014-03-14,156,1.0,1.0,4,Family,1,1970-03-25,House,NoSeWa,Gravel,RL,4.07,12842676
P09078,T Nagar,1551,2007-04-14,111,1.0,1.0,4,Ab Normal,1,1992-04-17,Commercial,NoSeWa,No Access,RL,4.165,18998358
P07312,T Nagar,1700,2008-12-24,177,1.0,1.0,4,Ab Normal,1,1982-12-31,Others,NoSeWa,No Access,RM,4.28,14554378
P00532,T Nagar,1734,2014-01-28,109,1.0,1.0,4,Family,0,1985-02-04,Commercial,NoSeWa,Gravel,RH,3.715,19806751
P00494,T Nagar,1778,2014-02-28,125,1.0,1.0,4,AdjLand,0,1999-03-04,Others,NoSewr ,Gravel,RH,3.2,14388963
P00825,T Nagar,1804,2013-07-02,188,2.0,1.0,5,Ab Normal,0,1987-07-09,House,NoSewr ,Paved,RL,3.845,12824888
P08902,T Nagar,1696,2007-06-27,33,1.0,1.0,4,Family,0,1989-07-01,Others,All Pub,No Access,RM,3.715,13729741
P07798,T Nagar,1976,2008-07-30,129,2.0,1.0,5,Normal Sale,1,1998-08-02,House,ELO,Paved,RL,2.78,14833984
P00316,T Nagar,1853,2014-07-07,57,2.0,1.0,5,Family,1,1986-07-14,Others,NoSewr ,No Access,RL,3.34,14541823
P00188,T Nagar,1786,2014-10-12,59,1.0,1.0,4,Ab Normal,1,1972-10-22,Others,All Pub,Paved,RM,3.435,15589809
P00402,T Nagar,1649,2014-05-13,82,1.0,1.0,4,Ab Normal,0,1994-05-18,House,NoSewr ,Gravel,RM,3.91,13454197
P06856,T Nagar,1703,2009-05-05,120,1.0,1.0,4,Partial,1,1982-05-12,Others,All Pub,Paved,RL,4.34,14371109
P08749,T Nagar,1589,2007-09-03,151,1.0,1.0,4,Family,1,1972-09-11,Others,ELO,Paved,RH,4.14,12794900
P05759,T Nagar,1901,2009-12-27,62,2.0,1.0,5,Partial,0,1995-12-31,Others,NoSewr ,Gravel,RL,3.625,15111131
P00322,T Nagar,1793,2014-07-05,141,1.0,1.0,4,Normal Sale,1,2002-07-08,House,NoSewr ,Paved,RH,3.94,13495773
P01241,T Nagar,1589,2012-10-03,4,1.0,1.0,4,Family,0,1996-10-07,Others,NoSeWa,Paved,RM,3.68,13660886
P03574,T Nagar,1665,2011-02-25,9,1.0,1.0,4,Family,0,1995-03-01,Others,ELO,No Access,RL,4.14,12621766
P07451,T Nagar,1943,2008-11-05,72,2.0,1.0,5,Normal Sale,0,1999-11-08,House,NoSewr ,No Access,RM,3.92,13972157
P06583,T Nagar,1881,2009-07-20,131,2.0,1.0,5,Ab Normal,0,1974-07-29,House,NoSewr ,Paved,RM,3.66,13882718
P09054,T Nagar,1540,2007-04-30,70,1.0,1.0,4,Partial,0,2001-05-01,Commercial,NoSeWa,Gravel,RH,3.71,18168541
P01149,T Nagar,1989,2012-11-27,162,2.0,1.0,5,Partial,0,2005-11-29,Others,NoSewr ,Paved,RL,3.845,15139578
P03494,T Nagar,1706,2011-03-17,107,1.0,1.0,4,AdjLand,1,1992-03-21,House,All Pub,Paved,RL,4.73,14329214
P03656,T Nagar,1611,2011-02-07,192,1.0,1.0,4,Normal Sale,0,1974-02-16,Others,NoSewr ,Gravel,RH,3.56,12625417
P09314,T Nagar,1885,2007-01-19,117,2.0,1.0,5,Ab Normal,0,1988-01-24,House,NoSeWa,No Access,RM,3.545,13216930
P00813,T Nagar,1977,2013-07-07,52,2.0,1.0,5,Normal Sale,1,1981-07-15,House,ELO,Paved,RL,4.475,14610832
P00505,T Nagar,1878,2014-02-17,108,2.0,1.0,5,Normal Sale,1,1996-02-22,House,NoSewr ,No Access,RL,3.625,13973096
P03378,T Nagar,1781,2011-04-06,160,1.0,1.0,4,Ab Normal,1,1986-04-12,House,NoSeWa,Gravel,RH,3.97,13500081
P01243,T Nagar,1655,2012-10-02,184,1.0,1.0,4,AdjLand,0,1974-10-12,Others,NoSeWa,Gravel,RM,3.785,14502665
P04066,T Nagar,1990,2010-11-15,18,2.0,1.0,5,Ab Normal,0,1966-11-26,Others,ELO,Gravel,RH,3.485,14529316
P00510,T Nagar,1777,2014-02-13,183,1.0,1.0,4,Normal Sale,1,1972-02-24,House,ELO,Paved,RM,3.735,14013950
P00702,T Nagar,1626,2013-10-04,170,1.0,1.0,4,Family,1,1988-10-10,Commercial,All Pub,No Access,RH,3.27,18832691
P01083,T Nagar,1649,2013-01-08,66,1.0,1.0,4,Family,1,1994-01-13,Others,NoSeWa,No Access,RH,4.97,13008841
P00112,T Nagar,1710,2014-12-06,194,1.0,1.0,4,Ab Normal,0,2008-12-07,Others,NoSewr ,Gravel,RL,3.37,14295811
P01402,T Nagar,1520,2012-06-02,197,1.0,1.0,4,Ab Normal,1,1969-06-13,Commercial,ELO,Paved,RH,4.325,18367069
P08800,T Nagar,1812,2007-08-14,129,2.0,1.0,5,Ab Normal,1,1979-08-21,Others,NoSewr ,Paved,RL,4.4,15252296
P01087,T Nagar,1580,2013-01-05,35,1.0,1.0,4,AdjLand,0,2005-01-07,Commercial,NoSeWa,Paved,RM,4.095,20135221
P02114,T Nagar,1770,2011-12-09,176,1.0,1.0,4,Normal Sale,1,1998-12-12,House,ELO,Paved,RM,3.595,14377307
P02679,T Nagar,1717,2011-08-19,49,1.0,1.0,4,AdjLand,1,1996-08-22,Others,All Pub,Paved,RH,3.345,14635728
P09551,T Nagar,1722,2006-10-15,166,1.0,1.0,4,Ab Normal,0,1992-10-18,House,NoSewr ,Gravel,RH,3.33,12536281
P01043,T Nagar,1795,2013-01-30,51,1.0,1.0,4,Family,0,1980-02-08,Others,All Pub,Paved,RM,3.61,14401076
P01122,T Nagar,1993,2012-12-10,62,2.0,1.0,5,Family,1,2000-12-13,House,NoSeWa,Paved,RH,3.315,14219175
P00651,T Nagar,1796,2013-11-08,100,1.0,1.0,4,Family,1,1980-11-16,House,NoSewr ,No Access,RM,2.89,13485827
P00133,T Nagar,1720,2014-11-21,80,1.0,1.0,4,Family,1,1981-11-29,House,All Pub,No Access,RL,3.37,12620418
P08318,T Nagar,1827,2008-02-16,73,2.0,1.0,5,Normal Sale,0,1994-02-19,House,NoSeWa,Paved,RM,3.5,13921614
P08617,T Nagar,1631,2007-10-21,35,1.0,1.0,4,Normal Sale,1,1967-10-31,Commercial,All Pub,Gravel,RH,2.725,20045497
P00518,T Nagar,1808,2014-02-08,154,2.0,1.0,5,Family,0,1997-02-12,House,NoSewr ,Gravel,RL,3.45,13357604
P01028,T Nagar,1877,2013-02-13,131,2.0,1.0,5,Ab Normal,0,2001-02-16,House,All Pub,Gravel,RL,3.315,14294780
P07335,T Nagar,1539,2008-12-17,100,1.0,1.0,4,Family,0,1976-12-25,Commercial,NoSeWa,Gravel,RH,3.23,17744002
P07211,T Nagar,1989,2009-01-20,46,2.0,1.0,5,Family,0,1972-01-30,House,ELO,Paved,RL,4.24,13324515
P07512,T Nagar,1790,2008-10-17,82,1.0,1.0,4,Ab Normal,1,1987-10-23,Others,NoSeWa,Paved,RL,2.67,14783009
P09406,T Nagar,1695,2006-12-20,194,1.0,1.0,4,AdjLand,1,1984-12-25,House,NoSewr ,Gravel,RH,3.815,13671409
P02385,T Nagar,1970,2011-10-15,193,2.0,1.0,5,AdjLand,1,1971-10-25,Others,NoSewr ,Gravel,RL,4.315,16888334
P00416,T Nagar,1955,2014-05-01,10,2.0,1.0,5,Partial,1,1971-05-12,House,All Pub,Gravel,RL,3.695,14545763
P07536,T Nagar,1843,2008-10-11,118,2.0,1.0,5,AdjLand,1,1979-10-19,Others,ELO,No Access,RH,3.155,14212306
P08305,T Nagar,1924,2008-02-21,59,2.0,1.0,5,Family,1,1989-02-25,Others,NoSewr ,Paved,RH,3.915,15219478
P09489,T Nagar,1697,2006-11-13,19,1.0,1.0,4,Normal Sale,1,1996-11-15,Others,NoSeWa,Paved,RL,3.49,14742961
P09143,T Nagar,1975,2007-03-22,8,2.0,1.0,5,Ab Normal,0,1995-03-25,House,NoSeWa,Paved,RH,3.545,13250064
P08650,T Nagar,1849,2007-10-08,39,2.0,1.0,5,AdjLand,0,1977-10-15,House,All Pub,Paved,RH,3.605,12834991
P03889,T Nagar,1547,2010-12-21,117,1.0,1.0,4,AdjLand,1,1973-12-30,House,NoSewr ,Gravel,RM,4.225,14033022
P08718,T Nagar,1834,2007-09-11,159,2.0,1.0,5,AdjLand,0,1998-09-13,House,All Pub,Paved,RM,3.535,14662390
P07814,T Nagar,1775,2008-07-24,117,1.0,1.0,4,Normal Sale,1,1986-07-30,House,ELO,Paved,RH,2.865,13017469
P00288,T Nagar,1514,2014-07-23,185,1.0,1.0,4,Ab Normal,0,1986-07-30,Commercial,All Pub,No Access,RL,2.765,17660240
P02090,T Nagar,1934,2011-12-12,183,2.0,1.0,5,Ab Normal,0,1985-12-18,House,NoSewr ,Gravel,RM,4.25,14763478
P08992,T Nagar,1674,2007-05-21,127,1.0,1.0,4,Normal Sale,1,1967-05-31,Others,ELO,Gravel,RH,3.72,13878039
P02815,T Nagar,1566,2011-07-20,85,1.0,1.0,4,Ab Normal,0,1983-07-27,Commercial,NoSeWa,No Access,RL,4.21,18012039
P08913,T Nagar,1952,2007-06-22,105,2.0,1.0,5,Family,1,1962-07-03,House,ELO,Paved,RM,3.755,14583699
P00873,T Nagar,1510,2013-06-03,14,1.0,1.0,4,Partial,0,1980-06-11,Commercial,All Pub,Paved,RH,2.66,17017471
P01036,T Nagar,1840,2013-02-06,55,2.0,1.0,5,Normal Sale,1,1972-02-17,House,NoSewr ,Gravel,RM,4.0,15288578
P09345,T Nagar,1888,2007-01-10,152,2.0,1.0,5,Family,1,1969-01-19,House,NoSeWa,Gravel,RL,3.96,14219204
P05439,T Nagar,1883,2010-02-24,148,2.0,1.0,5,Normal Sale,1,1981-03-03,Others,NoSewr ,Paved,RL,3.265,15639684
P00470,T Nagar,1638,2014-03-21,4,1.0,1.0,4,AdjLand,1,1977-03-30,Others,All Pub,Gravel,RH,4.425,14684768
P03110,T Nagar,1706,2011-05-25,29,1.0,1.0,4,Normal Sale,1,1969-06-04,Others,NoSewr ,Paved,RH,3.855,13697234
P00851,T Nagar,1624,2013-06-16,98,1.0,1.0,4,Family,1,1970-06-27,Others,All Pub,Paved,RL,4.105,13922515
P01084,T Nagar,1609,2013-01-07,105,1.0,1.0,4,Normal Sale,0,1968-01-19,Commercial,ELO,Paved,RL,3.54,18429736
P03774,T Nagar,1526,2011-01-13,111,1.0,1.0,4,Family,0,2002-01-15,Commercial,ELO,Gravel,RM,2.945,19344030
P07456,T Nagar,1922,2008-11-04,25,2.0,1.0,5,Normal Sale,1,1966-11-15,House,All Pub,Paved,RH,4.33,13858905
P08830,T Nagar,1886,2007-08-02,112,2.0,1.0,5,Family,0,1964-08-12,House,NoSewr ,Gravel,RH,2.89,12582803
P08523,T Nagar,1766,2007-11-26,156,1.0,1.0,4,Partial,0,1983-12-02,Commercial,NoSewr ,Paved,RH,4.11,19368022
P00850,T Nagar,1955,2013-06-16,78,2.0,1.0,5,AdjLand,1,1999-06-20,House,All Pub,No Access,RM,4.065,15427203
P05270,T Nagar,1975,2010-03-28,0,2.0,1.0,5,AdjLand,1,2005-03-29,House,NoSeWa,No Access,RH,3.555,14096269
P07122,T Nagar,1842,2009-02-16,33,2.0,1.0,5,Normal Sale,0,1986-02-22,House,NoSeWa,Gravel,RL,3.63,13613927
P01806,T Nagar,1972,2012-02-05,175,2.0,1.0,5,Partial,1,1973-02-14,Others,ELO,Paved,RH,3.655,14610787
P00979,T Nagar,1936,2013-03-22,103,2.0,1.0,5,Ab Normal,1,1989-03-28,House,NoSeWa,Paved,RL,2.74,14491273
P05971,T Nagar,1764,2009-11-18,118,1.0,1.0,4,AdjLand,1,1971-11-28,Others,All Pub,No Access,RL,3.975,14613802
P02171,T Nagar,1672,2011-11-25,169,1.0,1.0,4,Family,0,1998-11-28,Commercial,All Pub,Paved,RL,3.255,19818843
P06720,T Nagar,1707,2009-06-15,36,1.0,1.0,4,Family,0,1971-06-25,Others,ELO,Paved,RM,4.17,13644847
P09448,T Nagar,1519,2006-12-01,91,1.0,1.0,4,AdjLand,0,1986-12-06,Others,NoSewr ,Gravel,RH,2.615,12875464
P08692,T Nagar,1945,2007-09-19,174,2.0,1.0,5,Partial,0,1992-09-22,Others,ELO,No Access,RM,3.18,14529944
P03256,T Nagar,1725,2011-04-25,10,1.0,1.0,4,Ab Normal,1,1982-05-02,Others,ELO,Gravel,RM,2.715,15468469
P09417,T Nagar,1960,2006-12-16,53,2.0,1.0,5,AdjLand,0,1999-12-18,Others,NoSewr ,No Access,RL,3.26,15179563
P00350,T Nagar,1932,2014-06-13,93,2.0,1.0,5,Partial,1,2009-06-14,Others,All Pub,No Access,RM,4.12,16200653
P08674,T Nagar,1929,2007-09-25,180,2.0,1.0,5,AdjLand,0,1999-09-27,House,All Pub,Paved,RH,3.735,13892573
P08786,T Nagar,1812,2007-08-19,94,2.0,1.0,5,Ab Normal,1,1998-08-21,Others,NoSeWa,No Access,RM,2.73,15306138
P07535,T Nagar,1860,2008-10-11,183,2.0,1.0,5,Ab Normal,0,1967-10-22,Others,NoSewr ,No Access,RL,3.15,13503606
P00420,T Nagar,1541,2014-04-30,184,1.0,1.0,4,Family,1,2009-05-01,House,All Pub,Gravel,RM,3.615,14146529
P07367,T Nagar,1597,2008-12-07,170,1.0,1.0,4,Family,1,1992-12-11,Others,ELO,No Access,RL,3.585,13223618
P00257,T Nagar,1995,2014-08-21,151,2.0,1.0,5,Partial,0,1990-08-27,House,ELO,No Access,RM,3.89,13228366
P04026,T Nagar,1669,2010-11-23,113,1.0,1.0,4,Ab Normal,1,1978-12-01,Others,ELO,Paved,RL,3.795,14119371
P01967,T Nagar,1759,2012-01-07,75,1.0,1.0,4,Family,0,1974-01-16,Others,NoSeWa,Paved,RH,4.255,12662447
P00203,T Nagar,1849,2014-09-25,173,2.0,1.0,5,Ab Normal,1,2007-09-27,Others,NoSewr ,Gravel,RM,3.995,16963365
P09055,T Nagar,1503,2007-04-30,28,1.0,1.0,4,Family,1,1972-05-08,Others,NoSeWa,Gravel,RH,3.715,12885434
P08135,T Nagar,1554,2008-04-12,93,1.0,1.0,4,AdjLand,1,1982-04-19,House,NoSewr ,No Access,RM,2.49,13109755
